"employee_id","is_hp","m_cognitive","m_leadership","m_strengths","m_experience","final_match_rate"
"EMP101780",False,"97.7777777777778","72","20.0000000000000000","100","56.733333333333340000"
"EMP100544",True,"88.0645161290323","73","40.0000000000000000","96.1538461538462","56.634739454094310000"
"EMP100544",False,"88.0645161290323","73","40.0000000000000000","96.1538461538462","56.634739454094310000"
"EMP100785",True,"95.4444444444444","60","40.0000000000000000","100","56.633333333333320000"
"EMP100785",False,"95.4444444444444","60","40.0000000000000000","100","56.633333333333320000"
"EMP101377",True,"93.4408602150538","63","40.0000000000000000","100","56.632258064516140000"
"EMP101377",False,"93.4408602150538","63","40.0000000000000000","100","56.632258064516140000"
"EMP100050",False,"97.4193548387097","72","20.0000000000000000","100","56.625806451612910000"
"EMP100050",True,"97.4193548387097","72","20.0000000000000000","100","56.625806451612910000"
"EMP101073",False,"100","68","20.0000000000000000","100","56.600000000000000000"
"EMP101640",False,"100","68","20.0000000000000000","100","56.600000000000000000"
"EMP101640",True,"100","68","20.0000000000000000","100","56.600000000000000000"
"EMP101835",True,"90.5925925925926","82","20.0000000000000000","100","56.577777777777780000"
"EMP101835",False,"90.5925925925926","82","20.0000000000000000","100","56.577777777777780000"
"EMP101450",False,"98.1481481481481","65","40.0000000000000000","80.7692307692308","56.521367521367510000"
"EMP101938",False,"88.3333333333333","70","40.0000000000000000","100","56.499999999999990000"
"EMP100324",True,"87.494623655914","75","40.0000000000000000","92.3076923076923","56.479156327543430000"
"EMP100324",False,"87.494623655914","75","40.0000000000000000","92.3076923076923","56.479156327543430000"
"EMP100662",False,"100","82","0.00000000000000000000","100","56.4000000000000000000000"
"EMP100662",True,"100","82","0.00000000000000000000","100","56.4000000000000000000000"
"EMP100825",False,"100","67","20.0000000000000000","100","56.400000000000000000"
"EMP101020",False,"97.2222222222222","71","20.0000000000000000","100","56.366666666666660000"
"EMP100506",False,"93.7037037037037","61","40.0000000000000000","100","56.311111111111110000"
"EMP101403",False,"98.3333333333333","69","20.0000000000000000","100","56.299999999999990000"
"EMP100746",False,"88.9725209080048","68","40.0000000000000000","100","56.291756272401440000"
"EMP101299",False,"96.2962962962963","57","40.0000000000000000","100","56.288888888888890000"
"EMP100758",False,"83.4348864994026","76","40.0000000000000000","100","56.230465949820780000"
"EMP100758",True,"83.4348864994026","76","40.0000000000000000","100","56.230465949820780000"
"EMP100210",False,"90.6666666666667","65","40.0000000000000000","100","56.200000000000010000"
"EMP101698",False,"100","36","60.0000000000000000","100","56.200000000000000000"
"EMP100043",False,"93.6666666666667","72","40.0000000000000000","76.9230769230768","56.192307692307690000"
"EMP100043",True,"93.6666666666667","72","40.0000000000000000","76.9230769230768","56.192307692307690000"
"EMP100215",False,"94.2592592592593","59","40.0000000000000000","100","56.077777777777790000"
"EMP100924",True,"98.7037037037037","67","20.0000000000000000","99.9999999999999","56.011111111111100000"
"EMP100924",False,"98.7037037037037","67","20.0000000000000000","99.9999999999999","56.011111111111100000"
"EMP100646",True,"89.3548387096774","81","20.0000000000000000","100","56.006451612903220000"
"EMP100646",False,"89.3548387096774","81","20.0000000000000000","100","56.006451612903220000"
"EMP101390",False,"99.2592592592593","66","20.0000000000000000","100","55.977777777777790000"
"EMP101390",True,"99.2592592592593","66","20.0000000000000000","100","55.977777777777790000"
"EMP100071",False,"89.2556750298686","66","40.0000000000000000","100","55.976702508960580000"
"EMP100071",True,"89.2556750298686","66","40.0000000000000000","100","55.976702508960580000"
"EMP101794",False,"97.6666666666667","75","20.0000000000000000","86.5384615384615","55.953846153846160000"
"EMP101794",True,"97.6666666666667","75","20.0000000000000000","86.5384615384615","55.953846153846160000"
"EMP101963",False,"89.7777777777778","65","40.0000000000000000","99.9999999999999","55.933333333333330000"
"EMP101963",True,"89.7777777777778","65","40.0000000000000000","99.9999999999999","55.933333333333330000"
"EMP101996",False,"95.1111111111111","72","20.0000000000000000","100","55.933333333333330000"
"EMP101996",True,"95.1111111111111","72","20.0000000000000000","100","55.933333333333330000"
"EMP101753",False,"98.0645161290323","67","20.0000000000000000","100","55.819354838709690000"
"EMP100108",True,"96.6666666666667","69","20.0000000000000000","100","55.800000000000010000"
"EMP100108",False,"96.6666666666667","69","20.0000000000000000","100","55.800000000000010000"
"EMP100463",False,"100","64","20.0000000000000000","100","55.800000000000000000"
"EMP101706",False,"100","64","20.0000000000000000","100","55.800000000000000000"
"EMP101706",True,"100","64","20.0000000000000000","100","55.800000000000000000"
"EMP101964",False,"100","64","20.0000000000000000","100","55.800000000000000000"
"EMP101359",False,"97.5925925925926","67","20.0000000000000000","100","55.677777777777780000"
"EMP100120",True,"92.1827956989247","75","20.0000000000000000","99.9999999999999","55.654838709677400000"
"EMP100120",False,"92.1827956989247","75","20.0000000000000000","99.9999999999999","55.654838709677400000"
"EMP101246",False,"96.7741935483871","83","0.00000000000000000000","100","55.6322580645161300000000"
"EMP101246",True,"96.7741935483871","83","0.00000000000000000000","100","55.6322580645161300000000"
"EMP101882",False,"83.3333333333333","62","60.0000000000000000","92.3076923076923","55.630769230769220000"
"EMP100687",False,"90.9318996415771","62","60.0000000000000000","69.2307692307692","55.602646815550050000"
"EMP100962",True,"99.6774193548387","75","20.0000000000000000","76.9230769230768","55.595533498759290000"
"EMP100962",False,"99.6774193548387","75","20.0000000000000000","76.9230769230768","55.595533498759290000"
"EMP101290",False,"85.2962962962963","70","40.0000000000000000","100","55.588888888888890000"
"EMP101290",True,"85.2962962962963","70","40.0000000000000000","100","55.588888888888890000"
"EMP101786",False,"91.8518518518519","64","40.0000000000000000","92.3076923076923","55.586324786324800000"
"EMP100842",False,"97.9259259259259","66","20.0000000000000000","100","55.577777777777770000"
"EMP101159",True,"95.1851851851852","55","40.0000000000000000","100","55.555555555555560000"
"EMP101159",False,"95.1851851851852","55","40.0000000000000000","100","55.555555555555560000"
"EMP101449",False,"97.037037037037","67","20.0000000000000000","100","55.511111111111100000"
"EMP101449",True,"97.037037037037","67","20.0000000000000000","100","55.511111111111100000"
"EMP101765",True,"92.3333333333334","59","40.0000000000000000","100","55.500000000000020000"
"EMP101765",False,"92.3333333333334","59","40.0000000000000000","100","55.500000000000020000"
"EMP100268",False,"97.4074074074074","66","20.0000000000000000","100","55.422222222222220000"
"EMP100268",True,"97.4074074074074","66","20.0000000000000000","100","55.422222222222220000"
"EMP101844",False,"90.6666666666667","76","20.0000000000000000","100","55.400000000000010000"
"EMP101844",True,"90.6666666666667","76","20.0000000000000000","100","55.400000000000010000"
"EMP100437",False,"100","62","20.0000000000000000","100","55.400000000000000000"
"EMP101788",False,"100","77","0.00000000000000000000","100","55.4000000000000000000000"
"EMP101788",True,"100","77","0.00000000000000000000","100","55.4000000000000000000000"
"EMP101735",False,"89.9784946236559","62","40.0000000000000000","100","55.393548387096770000"
"EMP101451",True,"98.5185185185185","64","20.0000000000000000","100","55.355555555555550000"
"EMP101451",False,"98.5185185185185","64","20.0000000000000000","100","55.355555555555550000"
"EMP100405",False,"89.6666666666667","77","20.0000000000000000","100","55.300000000000010000"
"EMP100853",False,"95.5137395459976","53","40.0000000000000000","100","55.254121863799280000"
"EMP100400",False,"94.8148148148148","69","20.0000000000000000","100","55.244444444444440000"
"EMP100330",False,"83.3333333333333","82","60.0000000000000000","48.076923076923","55.207692307692290000"
"EMP101748",False,"86.6666666666667","81","20.0000000000000000","100","55.200000000000010000"
"EMP101748",True,"86.6666666666667","81","20.0000000000000000","100","55.200000000000010000"
"EMP100548",False,"100","61","20.0000000000000000","100","55.200000000000000000"
"EMP100548",True,"100","61","20.0000000000000000","100","55.200000000000000000"
"EMP100927",False,"100","76","0.00000000000000000000","100","55.2000000000000000000000"
"EMP100975",True,"92","73","20.0000000000000000","100","55.200000000000000000"
"EMP100975",False,"92","73","20.0000000000000000","100","55.200000000000000000"
"EMP100994",True,"100","76","0.00000000000000000000","100","55.2000000000000000000000"
"EMP100994",False,"100","76","0.00000000000000000000","100","55.2000000000000000000000"
"EMP101030",False,"100","61","20.0000000000000000","100","55.200000000000000000"
"EMP101498",False,"100","61","20.0000000000000000","100","55.200000000000000000"
"EMP101367",True,"84.6559139784946","84","20.0000000000000000","100","55.196774193548380000"
"EMP101367",False,"84.6559139784946","84","20.0000000000000000","100","55.196774193548380000"
"EMP100835",True,"94.5161290322581","84","0.00000000000000000000","99.9999999999999","55.1548387096774200000000"
"EMP100835",False,"94.5161290322581","84","0.00000000000000000000","99.9999999999999","55.1548387096774200000000"
"EMP100858",True,"95.8064516129032","67","20.0000000000000000","100","55.141935483870960000"
"EMP100858",False,"95.8064516129032","67","20.0000000000000000","100","55.141935483870960000"
"EMP101714",False,"84.3703703703704","69","40.0000000000000000","99.9999999999999","55.111111111111110000"
"EMP100996",False,"99.6296296296296","61","20.0000000000000000","100","55.088888888888880000"
"EMP100305",False,"98.1851851851852","63","20.0000000000000000","100","55.055555555555560000"
"EMP101710",False,"96.8518518518518","65","20.0000000000000000","100","55.055555555555540000"
"EMP100973",False,"99.3333333333333","68","20.0000000000000000","86.5384615384615","55.053846153846140000"
"EMP100505",False,"94.8148148148148","68","20.0000000000000000","100","55.044444444444440000"
"EMP100615",True,"96.1290322580645","81","0.00000000000000000000","100","55.0387096774193500000000"
"EMP100615",False,"96.1290322580645","81","0.00000000000000000000","100","55.0387096774193500000000"
"EMP101445",False,"98.5185185185185","69","20.0000000000000000","86.5384615384615","55.009401709401700000"
"EMP101445",True,"98.5185185185185","69","20.0000000000000000","86.5384615384615","55.009401709401700000"
"EMP100376",False,"100","71","40.0000000000000000","48.076923076923","55.007692307692300000"
"EMP101810",False,"88.6666666666667","62","40.0000000000000000","100","55.000000000000010000"
"EMP101810",True,"88.6666666666667","62","40.0000000000000000","100","55.000000000000010000"
"EMP100267",False,"100","60","20.0000000000000000","100","55.000000000000000000"
"EMP101444",False,"78","78","40.0000000000000000","100","55.000000000000000000"
"EMP101444",True,"78","78","40.0000000000000000","100","55.000000000000000000"
"EMP100434",True,"95.3333333333333","82","0.00000000000000000000","100","54.9999999999999900000000"
"EMP100434",False,"95.3333333333333","82","0.00000000000000000000","100","54.9999999999999900000000"
"EMP101776",False,"82.6666666666666","56","60.0000000000000000","100","54.999999999999980000"
"EMP101818",True,"93.9259259259259","69","20.0000000000000000","100","54.977777777777770000"
"EMP101818",False,"93.9259259259259","69","20.0000000000000000","100","54.977777777777770000"
"EMP100164",True,"93.2258064516129","70","20.0000000000000000","100","54.967741935483870000"
"EMP100164",False,"93.2258064516129","70","20.0000000000000000","100","54.967741935483870000"
"EMP101207",True,"99.0322580645161","81","0.00000000000000000000","90.3846153846155","54.9481389578163800000000"
"EMP101207",False,"99.0322580645161","81","0.00000000000000000000","90.3846153846155","54.9481389578163800000000"
"EMP100918",True,"93.7634408602151","69","20.0000000000000000","100","54.929032258064530000"
"EMP100918",False,"93.7634408602151","69","20.0000000000000000","100","54.929032258064530000"
"EMP101828",False,"97.0967741935484","64","20.0000000000000000","100","54.929032258064520000"
"EMP101828",True,"97.0967741935484","64","20.0000000000000000","100","54.929032258064520000"
"EMP100770",False,"99.0322580645161","61","20.0000000000000000","100","54.909677419354830000"
"EMP100181",False,"99","61","20.0000000000000000","100","54.900000000000000000"
"EMP101047",False,"93.5185185185185","69","20.0000000000000000","100","54.855555555555550000"
"EMP101047",True,"93.5185185185185","69","20.0000000000000000","100","54.855555555555550000"
"EMP101342",True,"93.5185185185185","69","20.0000000000000000","100","54.855555555555550000"
"EMP101342",False,"93.5185185185185","69","20.0000000000000000","100","54.855555555555550000"
"EMP100424",False,"97.4074074074074","61","60.0000000000000000","44.2307692307693","54.845299145299150000"
"EMP100761",True,"89.4504181600956","60","40.0000000000000000","100","54.835125448028680000"
"EMP100761",False,"89.4504181600956","60","40.0000000000000000","100","54.835125448028680000"
"EMP101218",False,"99.2592592592593","66","20.0000000000000000","88.4615384615384","54.823931623931630000"
"EMP101218",True,"99.2592592592593","66","20.0000000000000000","88.4615384615384","54.823931623931630000"
"EMP101255",True,"96.6666666666667","76","40.0000000000000000","46.1538461538462","54.815384615384630000"
"EMP101255",False,"96.6666666666667","76","40.0000000000000000","46.1538461538462","54.815384615384630000"
"EMP100347",False,"94.6666666666667","67","20.0000000000000000","100","54.800000000000010000"
"EMP101701",True,"86.6666666666667","64","40.0000000000000000","100","54.800000000000010000"
"EMP101701",False,"86.6666666666667","64","40.0000000000000000","100","54.800000000000010000"
"EMP101033",False,"100","68","40.0000000000000000","51.9230769230769","54.792307692307690000"
"EMP101033",True,"100","68","40.0000000000000000","51.9230769230769","54.792307692307690000"
"EMP101351",False,"87.962962962963","77","20.0000000000000000","100","54.788888888888900000"
"EMP100233",False,"89.8924731182796","74","20.0000000000000000","100","54.767741935483880000"
"EMP101106",False,"95.1612903225806","66","20.0000000000000000","100","54.748387096774180000"
"EMP101761",True,"93.1505376344086","69","20.0000000000000000","100","54.745161290322580000"
"EMP101761",False,"93.1505376344086","69","20.0000000000000000","100","54.745161290322580000"
"EMP101092",False,"71.1218637992832","72","60.0000000000000000","100","54.736559139784960000"
"EMP101354",False,"96.3333333333334","64","20.0000000000000000","100","54.700000000000020000"
"EMP101354",True,"96.3333333333334","64","20.0000000000000000","100","54.700000000000020000"
"EMP101378",False,"86.3249701314217","64","40.0000000000000000","100","54.697491039426510000"
"EMP101256",False,"100","78","0.00000000000000000000","90.3846153846155","54.6384615384615500000000"
"EMP101256",True,"100","78","0.00000000000000000000","90.3846153846155","54.6384615384615500000000"
"EMP100953",False,"90","74","20.0000000000000000","98.0769230769231","54.607692307692310000"
"EMP100953",True,"90","74","20.0000000000000000","98.0769230769231","54.607692307692310000"
"EMP101395",False,"92.6666666666667","69","20.0000000000000000","100","54.600000000000010000"
"EMP100659",False,"91.3333333333333","66","60.0000000000000000","50.0000000000001","54.600000000000000000"
"EMP100659",True,"91.3333333333333","66","60.0000000000000000","50.0000000000001","54.600000000000000000"
"EMP100922",False,"100","58","20.0000000000000000","100","54.600000000000000000"
"EMP100771",False,"83.3333333333333","68","40.0000000000000000","100","54.599999999999990000"
"EMP101208",False,"93.3333333333333","68","20.0000000000000000","100","54.599999999999990000"
"EMP101893",False,"93.4731182795699","69","40.0000000000000000","67.3076923076924","54.572704714640210000"
"EMP100847",False,"95.1851851851852","65","20.0000000000000000","100","54.555555555555560000"
"EMP100039",True,"93.7741935483871","67","20.0000000000000000","100","54.532258064516130000"
"EMP100039",False,"93.7741935483871","67","20.0000000000000000","100","54.532258064516130000"
"EMP101716",False,"82.3560334528076","69","40.0000000000000000","100","54.506810035842280000"
"EMP101574",False,"95","80","0.00000000000000000000","100","54.5000000000000000000000"
"EMP101007",False,"80.2568697729988","72","40.0000000000000000","100","54.477060931899640000"
"EMP101007",True,"80.2568697729988","72","40.0000000000000000","100","54.477060931899640000"
"EMP101131",False,"100","67","20.0000000000000000","80.7692307692308","54.476923076923080000"
"EMP101663",False,"100","65","20.0000000000000000","84.6153846153847","54.461538461538470000"
"EMP101663",True,"100","65","20.0000000000000000","84.6153846153847","54.461538461538470000"
"EMP101504",False,"88.7455197132617","74","20.0000000000000000","100","54.423655913978510000"
"EMP101504",True,"88.7455197132617","74","20.0000000000000000","100","54.423655913978510000"
"EMP101870",False,"98.0645161290323","60","20.0000000000000000","100","54.419354838709690000"
"EMP101381",False,"82.5806451612903","73","40.0000000000000000","90.3846153846155","54.412655086848640000"
"EMP101756",False,"92.5925925925926","57","40.0000000000000000","92.3076923076923","54.408547008547010000"
"EMP101594",True,"96.6666666666667","77","0.00000000000000000000","100","54.4000000000000100000000"
"EMP101594",False,"96.6666666666667","77","0.00000000000000000000","100","54.4000000000000100000000"
"EMP101589",False,"100","57","20.0000000000000000","100","54.400000000000000000"
"EMP101691",True,"100","57","20.0000000000000000","100","54.400000000000000000"
"EMP101691",False,"100","57","20.0000000000000000","100","54.400000000000000000"
"EMP101874",False,"86","63","40.0000000000000000","100","54.400000000000000000"
"EMP101940",False,"93.3333333333333","67","20.0000000000000000","100","54.399999999999990000"
"EMP101627",False,"86.6666666666666","77","20.0000000000000000","100","54.399999999999980000"
"EMP101627",True,"86.6666666666666","77","20.0000000000000000","100","54.399999999999980000"
"EMP100484",False,"94.8387096774194","66","40.0000000000000000","67.3076923076924","54.382382133995060000"
"EMP101567",False,"81.8518518518518","54","60.0000000000000000","100","54.355555555555540000"
"EMP101276",False,"91.1481481481482","70","20.0000000000000000","100","54.344444444444460000"
"EMP101276",True,"91.1481481481482","70","20.0000000000000000","100","54.344444444444460000"
"EMP101226",True,"97.741935483871","75","0.00000000000000000000","100","54.3225806451613000000000"
"EMP101226",False,"97.741935483871","75","0.00000000000000000000","100","54.3225806451613000000000"
"EMP100932",False,"77.7407407407407","75","40.0000000000000000","100","54.322222222222210000"
"EMP100932",True,"77.7407407407407","75","40.0000000000000000","100","54.322222222222210000"
"EMP101524",True,"91.2903225806452","71","40.0000000000000000","67.3076923076924","54.317866004962800000"
"EMP101524",False,"91.2903225806452","71","40.0000000000000000","67.3076923076924","54.317866004962800000"
"EMP100678",False,"91.6666666666667","69","20.0000000000000000","100","54.300000000000010000"
"EMP101424",True,"91","70","20.0000000000000000","100","54.300000000000000000"
"EMP101424",False,"91","70","20.0000000000000000","100","54.300000000000000000"
"EMP100363",False,"94","73","20.0000000000000000","84.6153846153847","54.261538461538470000"
"EMP101234",True,"97.4193548387097","60","20.0000000000000000","100","54.225806451612910000"
"EMP101234",False,"97.4193548387097","60","20.0000000000000000","100","54.225806451612910000"
"EMP101211",False,"83.3333333333334","66","40.0000000000000000","100","54.200000000000020000"
"EMP101955",True,"100","71","0.00000000000000000000","100","54.2000000000000000000000"
"EMP101955",False,"100","71","0.00000000000000000000","100","54.2000000000000000000000"
"EMP101679",False,"100","56","20.0000000000000000","99.9999999999999","54.199999999999990000"
"EMP101992",False,"93","61","40.0000000000000000","80.7692307692308","54.176923076923080000"
"EMP101587",False,"89.8518518518519","71","20.0000000000000000","100","54.155555555555570000"
"EMP101587",True,"89.8518518518519","71","20.0000000000000000","100","54.155555555555570000"
"EMP100121",False,"91.1111111111111","69","20.0000000000000000","100","54.133333333333330000"
"EMP100121",True,"91.1111111111111","69","20.0000000000000000","100","54.133333333333330000"
"EMP100379",False,"96.3978494623656","61","20.0000000000000000","100","54.119354838709680000"
"EMP100379",True,"96.3978494623656","61","20.0000000000000000","100","54.119354838709680000"
"EMP101169",False,"89.7072879330944","56","40.0000000000000000","100","54.112186379928320000"
"EMP100204",False,"99.6666666666667","71","0.00000000000000000000","100","54.1000000000000100000000"
"EMP100972",False,"92.3333333333333","67","20.0000000000000000","100","54.099999999999990000"
"EMP100972",True,"92.3333333333333","67","20.0000000000000000","100","54.099999999999990000"
"EMP101018",False,"98.6666666666667","53","40.0000000000000000","78.8461538461539","54.084615384615400000"
"EMP101127",False,"97.4074074074074","78","0.00000000000000000000","92.3076923076923","54.0529914529914500000000"
"EMP101481",False,"96.1111111111111","76","0.00000000000000000000","100","54.0333333333333300000000"
"EMP101481",True,"96.1111111111111","76","0.00000000000000000000","100","54.0333333333333300000000"
"EMP101901",False,"97.4074074074074","59","20.0000000000000000","100","54.022222222222220000"
"EMP101901",True,"97.4074074074074","59","20.0000000000000000","100","54.022222222222220000"
"EMP100981",False,"98.0645161290323","73","0.00000000000000000000","100","54.0193548387096900000000"
"EMP100981",True,"98.0645161290323","73","0.00000000000000000000","100","54.0193548387096900000000"
"EMP100957",False,"91.8279569892473","76","20.0000000000000000","82.6923076923076","54.017617866004950000"
"EMP100957",True,"91.8279569892473","76","20.0000000000000000","82.6923076923076","54.017617866004950000"
"EMP101183",False,"92.6666666666667","51","40.0000000000000000","100","54.000000000000010000"
"EMP101287",False,"96.6666666666667","60","20.0000000000000000","100","54.000000000000010000"
"EMP101323",False,"96.6666666666667","60","20.0000000000000000","100","54.000000000000010000"
"EMP101427",False,"90","70","20.0000000000000000","100","54.000000000000000000"
"EMP100309",True,"83.3333333333333","80","20.0000000000000000","100","53.999999999999990000"
"EMP100309",False,"83.3333333333333","80","20.0000000000000000","100","53.999999999999990000"
"EMP100449",False,"99.3333333333333","56","20.0000000000000000","100","53.999999999999990000"
"EMP100724",True,"99.2592592592593","66","40.0000000000000000","50.0000000000001","53.977777777777800000"
